ORDERNUMBER,QUANTITY ORDERED,PRICE EACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10139.00,46.00,100.00,1.00,5545.76,7/16/2003 0:00,Shipped,3.00,7.00,2003.00,Vintage Cars,101.00,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10150.00,47.00,91.18,9.00,4285.46,9/19/2003 0:00,Shipped,3.00,9.00,2003.00,Vintage Cars,101.00,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10163.00,31.00,100.00,2.00,3329.09,10/20/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,101.00,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10174.00,46.00,100.00,5.00,5592.22,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,101.00,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10183.00,37.00,89.15,9.00,3298.55,11/13/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,101.00,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10193.00,28.00,93.21,1.00,2609.88,11/21/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,101.00,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10206.00,37.00,90.17,7.00,3336.29,12/5/2003 0:00,Shipped,4.00,12.00,2003.00,Vintage Cars,101.00,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10215.00,49.00,100.00,4.00,5510.05,1/29/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,101.00,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10228.00,24.00,100.00,3.00,2504.40,3/10/2004 0:00,Shipped,1.00,3.00,2004.00,Vintage Cars,101.00,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small
10244.00,30.00,100.00,1.00,3525.60,4/29/2004 0:00,Shipped,2.00,4.00,2004.00,Vintage Cars,101.00,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10257.00,50.00,88.14,1.00,4407.00,6/14/2004 0:00,Shipped,2.00,6.00,2004.00,Vintage Cars,101.00,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10270.00,31.00,96.24,10.00,2983.44,7/19/2004 0:00,Shipped,3.00,7.00,2004.00,Vintage Cars,101.00,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10280.00,46.00,100.00,3.00,5126.24,8/17/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,101.00,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10291.00,47.00,100.00,12.00,5713.79,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,101.00,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10304.00,46.00,100.00,7.00,4613.80,10/11/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,101.00,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312.00,37.00,100.00,4.00,3711.10,10/21/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,101.00,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322.00,33.00,100.00,12.00,3524.73,11/4/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,101.00,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10333.00,31.00,90.17,5.00,2795.27,11/18/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,101.00,S18_2949,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10347.00,48.00,100.00,9.00,4814.40,11/29/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,101.00,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357.00,41.00,87.13,6.00,3572.33,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Vintage Cars,101.00,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10369.00,42.00,100.00,1.00,4581.36,1/20/2005 0:00,Shipped,1.00,1.00,2005.00,Vintage Cars,101.00,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10381.00,41.00,100.00,8.00,4319.76,2/17/2005 0:00,Shipped,1.00,2.00,2005.00,Vintage Cars,101.00,S18_2949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10391.00,32.00,45.25,6.00,1448.00,3/9/2005 0:00,Shipped,1.00,3.00,2005.00,Vintage Cars,101.00,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10423.00,10.00,88.14,1.00,881.40,5/30/2005 0:00,In Process,2.00,5.00,2005.00,Vintage Cars,101.00,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10103.00,35.00,57.46,14.00,2011.10,1/29/2003 0:00,Shipped,1.00,1.00,2003.00,Vintage Cars,62.00,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10111.00,28.00,64.33,2.00,1801.24,3/25/2003 0:00,Shipped,1.00,3.00,2003.00,Vintage Cars,62.00,S18_2957,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10126.00,46.00,73.70,14.00,3390.20,5/28/2003 0:00,Shipped,2.00,5.00,2003.00,Vintage Cars,62.00,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10139.00,20.00,71.20,3.00,1424.00,7/16/2003 0:00,Shipped,3.00,7.00,2003.00,Vintage Cars,62.00,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10150.00,30.00,49.97,11.00,1499.10,9/19/2003 0:00,Shipped,3.00,9.00,2003.00,Vintage Cars,62.00,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10163.00,48.00,69.96,4.00,3358.08,10/20/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,62.00,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10173.00,28.00,53.72,2.00,1504.16,11/5/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,62.00,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10183.00,39.00,68.08,11.00,2655.12,11/13/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,62.00,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10193.00,24.00,51.84,3.00,1244.16,11/21/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,62.00,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10206.00,28.00,67.46,9.00,1888.88,12/5/2003 0:00,Shipped,4.00,12.00,2003.00,Vintage Cars,62.00,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10215.00,31.00,58.71,6.00,1820.01,1/29/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,62.00,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Small
10228.00,45.00,63.71,5.00,2866.95,3/10/2004 0:00,Shipped,1.00,3.00,2004.00,Vintage Cars,62.00,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small
10244.00,24.00,58.09,3.00,1394.16,4/29/2004 0:00,Shipped,2.00,4.00,2004.00,Vintage Cars,62.00,S18_2957,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10257.00,49.00,53.72,3.00,2632.28,6/14/2004 0:00,Shipped,2.00,6.00,2004.00,Vintage Cars,62.00,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10269.00,32.00,63.08,1.00,2018.56,7/16/2004 0:00,Shipped,3.00,7.00,2004.00,Vintage Cars,62.00,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10280.00,43.00,68.71,5.00,2954.53,8/17/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,62.00,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10291.00,37.00,50.59,14.00,1871.83,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,62.00,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10304.00,24.00,64.96,9.00,1559.04,10/11/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,62.00,S18_2957,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312.00,35.00,53.72,6.00,1880.20,10/21/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,62.00,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10322.00,41.00,29.87,13.00,1224.67,11/4/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,62.00,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10332.00,26.00,100.00,17.00,2979.08,11/17/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,62.00,S18_2957,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347.00,34.00,64.96,10.00,2208.64,11/29/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,62.00,S18_2957,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10357.00,49.00,70.58,5.00,3458.42,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Vintage Cars,62.00,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10369.00,28.00,44.21,6.00,1237.88,1/20/2005 0:00,Shipped,1.00,1.00,2005.00,Vintage Cars,62.00,S18_2957,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10381.00,40.00,68.08,4.00,2723.20,2/17/2005 0:00,Shipped,1.00,2.00,2005.00,Vintage Cars,62.00,S18_2957,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10392.00,37.00,59.96,3.00,2218.52,3/10/2005 0:00,Shipped,1.00,3.00,2005.00,Vintage Cars,62.00,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
10423.00,31.00,53.72,3.00,1665.32,5/30/2005 0:00,In Process,2.00,5.00,2005.00,Vintage Cars,62.00,S18_2957,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10106.00,41.00,83.44,18.00,3421.04,2/17/2003 0:00,Shipped,1.00,2.00,2003.00,Ships,86.00,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119.00,21.00,89.46,9.00,1878.66,4/28/2003 0:00,Shipped,2.00,4.00,2003.00,Ships,86.00,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10130.00,40.00,96.34,2.00,3853.60,6/16/2003 0:00,Shipped,2.00,6.00,2003.00,Ships,86.00,S18_3029,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Medium
10143.00,46.00,74.84,13.00,3442.64,8/10/2003 0:00,Shipped,3.00,8.00,2003.00,Ships,86.00,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10155.00,44.00,79.14,11.00,3482.16,10/6/2003 0:00,Shipped,4.00,10.00,2003.00,Ships,86.00,S18_3029,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10167.00,46.00,73.12,7.00,3363.52,10/23/2003 0:00,Cancelled,4.00,10.00,2003.00,Ships,86.00,S18_3029,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178.00,41.00,81.72,10.00,3350.52,11/8/2003 0:00,Shipped,4.00,11.00,2003.00,Ships,86.00,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186.00,32.00,89.46,7.00,2862.72,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Ships,86.00,S18_3029,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small
10197.00,46.00,87.74,4.00,4036.04,11/26/2003 0:00,Shipped,4.00,11.00,2003.00,Ships,86.00,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10209.00,28.00,100.00,6.00,2817.92,1/9/2004 0:00,Shipped,1.00,1.00,2004.00,Ships,86.00,S18_3029,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Small
10222.00,49.00,94.62,10.00,4636.38,2/19/2004 0:00,Shipped,1.00,2.00,2004.00,Ships,86.00,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10248.00,21.00,73.98,1.00,1553.58,5/7/2004 0:00,Cancelled,2.00,5.00,2004.00,Ships,86.00,S18_3029,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10262.00,32.00,84.30,15.00,2697.60,6/24/2004 0:00,Cancelled,2.00,6.00,2004.00,Ships,86.00,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10273.00,34.00,98.06,2.00,3334.04,7/21/2004 0:00,Shipped,3.00,7.00,2004.00,Ships,86.00,S18_3029,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10283.00,21.00,98.06,4.00,2059.26,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Ships,86.00,S18_3029,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10296.00,21.00,96.34,13.00,2023.14,9/15/2004 0:00,Shipped,3.00,9.00,2004.00,Ships,86.00,S18_3029,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small
10307.00,31.00,83.44,7.00,2586.64,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Ships,86.00,S18_3029,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10316.00,21.00,94.62,15.00,1987.02,11/1/2004 0:00,Shipped,4.00,11.00,2004.00,Ships,86.00,S18_3029,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10327.00,25.00,45.86,5.00,1146.50,11/10/2004 0:00,Resolved,4.00,11.00,2004.00,Ships,86.00,S18_3029,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10338.00,28.00,82.58,3.00,2312.24,11/22/2004 0:00,Shipped,4.00,11.00,2004.00,Ships,86.00,S18_3029,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small
10350.00,43.00,64.97,6.00,2793.71,12/2/2004 0:00,Shipped,4.00,12.00,2004.00,Ships,86.00,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10373.00,22.00,86.74,5.00,1908.28,1/31/2005 0:00,Shipped,1.00,1.00,2005.00,Ships,86.00,S18_3029,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10386.00,37.00,93.01,5.00,3441.37,3/1/2005 0:00,Resolved,1.00,3.00,2005.00,Ships,86.00,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10398.00,28.00,72.26,18.00,2023.28,3/30/2005 0:00,Shipped,1.00,3.00,2005.00,Ships,86.00,S18_3029,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10400.00,30.00,74.84,7.00,2245.20,4/1/2005 0:00,Shipped,2.00,4.00,2005.00,Ships,86.00,S18_3029,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10414.00,44.00,73.98,1.00,3255.12,5/6/2005 0:00,On Hold,2.00,5.00,2005.00,Ships,86.00,S18_3029,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10103.00,25.00,100.00,13.00,2539.50,1/29/2003 0:00,Shipped,1.00,1.00,2003.00,Vintage Cars,104.00,S18_3136,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10111.00,43.00,100.00,1.00,4818.15,3/25/2003 0:00,Shipped,1.00,3.00,2003.00,Vintage Cars,104.00,S18_3136,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Medium
10126.00,30.00,97.39,13.00,2921.70,5/28/2003 0:00,Shipped,2.00,5.00,2003.00,Vintage Cars,104.00,S18_3136,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10139.00,20.00,90.06,2.00,1801.20,7/16/2003 0:00,Shipped,3.00,7.00,2003.00,Vintage Cars,104.00,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10150.00,26.00,100.00,10.00,2804.36,9/19/2003 0:00,Shipped,3.00,9.00,2003.00,Vintage Cars,104.00,S18_3136,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10163.00,40.00,100.00,3.00,4900.80,10/20/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,104.00,S18_3136,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10173.00,31.00,89.01,1.00,2759.31,11/5/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,104.00,S18_3136,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10183.00,22.00,100.00,10.00,2488.20,11/13/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,104.00,S18_3136,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10193.00,23.00,100.00,2.00,2769.89,11/21/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,104.00,S18_3136,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10206.00,30.00,100.00,8.00,3581.40,12/5/2003 0:00,Shipped,4.00,12.00,2003.00,Vintage Cars,104.00,S18_3136,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10215.00,49.00,100.00,5.00,5285.14,1/29/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,104.00,S18_3136,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10228.00,31.00,100.00,4.00,3181.53,3/10/2004 0:00,Shipped,1.00,3.00,2004.00,Vintage Cars,104.00,S18_3136,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10244.00,29.00,100.00,2.00,3340.51,4/29/2004 0:00,Shipped,2.00,4.00,2004.00,Vintage Cars,104.00,S18_3136,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10257.00,37.00,84.82,2.00,3138.34,6/14/2004 0:00,Shipped,2.00,6.00,2004.00,Vintage Cars,104.00,S18_3136,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10270.00,38.00,100.00,11.00,4775.08,7/19/2004 0:00,Shipped,3.00,7.00,2004.00,Vintage Cars,104.00,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10280.00,29.00,100.00,4.00,3006.43,8/17/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,104.00,S18_3136,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10291.00,23.00,100.00,13.00,2866.26,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,104.00,S18_3136,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10304.00,26.00,85.87,8.00,2232.62,10/11/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,104.00,S18_3136,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312.00,38.00,100.00,5.00,4457.02,10/21/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,104.00,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322.00,48.00,47.04,7.00,2257.92,11/4/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,104.00,S18_3136,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10332.00,40.00,39.80,18.00,1592.00,11/17/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,104.00,S18_3136,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347.00,45.00,100.00,11.00,4948.20,11/29/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,104.00,S18_3136,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357.00,44.00,100.00,4.00,5160.76,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Vintage Cars,104.00,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10369.00,21.00,94.22,5.00,1978.62,1/20/2005 0:00,Shipped,1.00,1.00,2005.00,Vintage Cars,104.00,S18_3136,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10381.00,35.00,100.00,5.00,4288.20,2/17/2005 0:00,Shipped,1.00,2.00,2005.00,Vintage Cars,104.00,S18_3136,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10392.00,29.00,86.92,2.00,2520.68,3/10/2005 0:00,Shipped,1.00,3.00,2005.00,Vintage Cars,104.00,S18_3136,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
